(aaltoan01,Antti,Aalto)
(brownse01,Sean,Brown)
(brownst01,Stan,Brown)
(brownwa01,Wayne,Brown)
(brubaje01,Jeff,Brubaker)
(bruceda01,David,Bruce)
(brucego01,Gordie,Bruce)
(brucemo01,Morley,Bruce)
(brulegi01,Gilbert,Brule)
(brulest01,Steve,Brule)
(brumwmu01,Murray,Brumwell)
(bruncbe01,Bedrick,Brunclik)
(brunean01,Andrew,Brunette)
(brunebe01,Benoit,Brunet)
(bruneed01,Eddie,Bruneteau)
(brunema01,Mario,Brunetta)
(brunemu01,Mud,Bruneteau)
(brunnfa01,Fabian,Brunnstrom)
(brustba01,Barry,Brust)
(brydgbi01,Bill,Brydge)
(brydgpa01,Paul,Brydges)
(brydsgl01,Glenn,Brydson)
(brydsgo01,Gord,Brydson)
(brylise01,Sergei,Brylin)
(bryzgil01,Ilya,Bryzgalov)
(bublaji01,Jiri,Bubla)
(buchaal01,Al,Buchanan)
(buchabu01,Bucky,Buchanan)
(buchaje01,Jeff,Buchanan)
(buchami01,Mike,Buchanan)
(bucharo01,Ron,Buchanan)
(buchbke01,Kelly,Buchberger)
(bucykjo01,John,Bucyk)
(bucykra01,Randy,Bucyk)
(budajpe01,Peter,Budaj)
(buetobr01,Brad,Buetow)
(buhrdo01,Doug,Buhr)
(bukovto01,Tony,Bukovich)
(bulisja01,Jan,Bulis)
(bullami01,Mike,Bullard)
(bullehy01,Hy,Buller)
(bullete01,Ted,Bulley)
(bullobr01,Bruce,Bullock)
(bulmebr01,Brett,Bulmer)
(burakro01,Robert,Burakovsky)
(burchbi01,Billy,Burch)
(burchfr01,Fred,Burchell)
(burchra01,Randy,Burchell)
(burdogl01,Glen,Burdon)
(bureama01,Marc,Bureau)
(buregbi01,Bill,Burega)
(burepa01,Pavel,Bure)
(bureva01,Valeri,Bure)
(burgedo01,Don,Burgess)
(burisad01,Adam,Burish)
(burkeed01,Eddie,Burke)
(burkema01,Marty,Burke)
(burkese01,Sean,Burke)
(burmial01,Alexander,Burmistrov)
(burmiro01,Roy,Burmister)
(burnega01,Garrett,Burnett)
(burneke01,Kelly,Burnett)
(burnsbo01,Bobby,Burns)
(burnsbr01,Brent,Burns)
(burnsch01,Charlie,Burns)
(burnsga01,Gary,Burns)
(burnsno01,Norm,Burns)
(burnsro01,Robin,Burns)
(burrira01,Randy,Burridge)
(burroal01,Alexandre,Burrows)
(burroda01,Dave,Burrows)
(burrsh01,Shawn,Burr)
(burrybe01,Bert,Burry)
(burtad01,Adam,Burt)
(burtocu01,Cummy,Burton)
(burtone01,Nelson,Burton)
(bushed01,Eddie,Bush)
(buskaro01,Rod,Buskas)
(busnimi01,Mike,Busniuk)
(busniro01,Ron,Busniuk)
(buswewa01,Walt,Buswell)
(butchga01,Garth,Butcher)
(butensv01,Sven,Butenschon)
(butlebo01,Bobby,Butler)
(butlech01,Chris,Butler)
(butledi01,Dick,Butler)
(butleje01,Jerry,Butler)
(butsavi01,Viacheslav,Butsayev)
(butsayu01,Yuri,Butsayev)
(buttebi01,Bill,Butters)
(buttrgo01,Gord,Buttrey)
(buynago01,Gord,Buynak)
(buzekpe01,Petr,Buzek)
(buzinst01,Steve,Buzinski)
(byakiil01,Ilja,Byakin)
(bycejo01,John,Byce)
(byebr01,Brian,Bye)
(byersda01,Dane,Byers)
(byersgo01,Gord,Byers)
(byersje01,Jerry,Byers)
(byersly01,Lyndon,Byers)
(byersmi01,Mike,Byers)
(byfugdu01,Dustin,Byfuglien)
(bykovdm01,Dmitri,Bykov)
(bylsmda01,Dan,Bylsma)
(byramsh01,Shawn,Byram)
(byronpa01,Paul,Byron)
(cadlebr01,Brian,Cadle)
(cadotbe01,Bert,Cadotte)
(caffeja01,Jack,Caffery)
(caffete01,Terry,Caffery)
(cahanla01,Larry,Cahan)
(cahilch01,Charles,Cahill)
(cainfr01,Francis,Cain)
(cainhe01,Herb,Cain)
(cairndo01,Don,Cairns)
(cairner01,Eric,Cairns)
(cajanpe01,Petr,Cajanek)
(caldeer01,Eric,Calder)
(caldeky01,Kyle,Calder)
(caldwry01,Ryan,Caldwell)
(caleydo01,Don,Caley)
(calladr01,Drew,Callander)
(callajo01,Jock,Callander)
(callajo02,Joe,Callahan)
(callano01,Norm,Calladine)
(callary01,Ryan,Callahan)
(callibr01,Brett,Callighen)
(callipa01,Patsy,Callighen)
(calouja01,Jan,Caloun)
(calvema01,Matt,Calvert)
(camazja01,James,Camazzola)
(camazto01,Tony,Camazzola)
(cameral01,Al,Cameron)
(camerbi01,Billy,Cameron)
(camercr01,Craig,Cameron)
(camerda01,Dave,Cameron)
(camerha01,Harry,Cameron)
(camersc01,Scotty,Cameron)
(cammami01,Michael,Cammalleri)
(campama01,Matt,Campanale)
(campban01,Angus,Campbell)
(campbbr01,Bryan,Campbell)
(campbbr02,Brian,Campbell)
(campbco01,Colin,Campbell)
(campbda01,Dave,Campbell)
(campbda02,Darcy,Campbell)
(campbdo01,Don,Campbell)
(campbea01,Earl,Campbell)
(campbgr01,Gregory,Campbell)
(campbji01,Jim,Campbell)
(campbsc01,Scott,Campbell)
(campbwa01,Wade,Campbell)
(campeca01,Carter,Camper)
(campedo01,Dom,Campedelli)
(campery01,Rychard,Campeau)
(campeto01,Tod,Campeau)
(campoch01,Chris,Campoli)
(caprifr01,Frank,Caprice)
(capuada01,Dave,Capuano)
(capuaja01,Jack,Capuano)
(caputlu01,Luca,Caputi)
(carbogu01,Guy,Carbonneau)
(carbole01,Leo,Carbol)
(carcida01,Daniel,Carcillo)
(cardicl01,Claude,Cardin)
(cardiji01,Jim,Cardiff)
(cardmi01,Mike,Card)
(cardwst01,Steve,Cardwell)
(careyge01,George,Carey)
(careyji01,Jim,Carey)
(carknma01,Matt,Carkner)
(carknte01,Terry,Carkner)
(carlema01,Matt,Carle)
(carlema02,Mathieu,Carle)
(carlewa01,Wayne,Carleton)
(carlibr01,Brian,Carlin)
(carlsan01,Anders,Carlsson)
(carlsja01,Jack,Carlson)
(carlsje01,Jeff,Carlson)
(carlsjo01,John,Carlson)
(carlske01,Kent,Carlson)
(carlsst01,Steve,Carlson)
(carlyra01,Randy,Carlyle)
(carlyst01,Steve,Carlyle)
(carnbpa01,Patrik,Carnback)
(carneke01,Keith,Carney)
(caronal01,Alain,Caron)
(caronja01,Jacques,Caron)
(caronjo01,Jordan,Caron)
(caronse01,Sebastien,Caron)
(carpebo01,Bob,Carpenter)
(carpeed01,Ed,Carpenter)
(carrge01,Gene,Carr)
(carrige01,Gene,Carrigan)
(carrila01,Larry,Carriere)
(carrlo01,Lorne,Carr)
(carrobi01,Billy,Carroll)
(carroge01,George,Carroll)
(carrogr01,Greg,Carroll)
(carrre01,Red,Carr)
(carrudw01,Dwight,Carruthers)
(carsebi01,Bill,Carse)
(carsebo01,Bob,Carse)
(carsobi01,Bill,Carson)
(carsobr01,Brett,Carson)
(carsofr01,Frank,Carson)
(carsoge01,Gerry,Carson)
(carsoji01,Jimmy,Carson)
(carsoli01,Lindsay,Carson)
(cartean01,Anson,Carter)
(cartebi01,Billy,Carter)
(carteje01,Jeff,Carter)
(cartejo01,John,Carter)
(cartely01,Lyle,Carter)
(cartero01,Ron,Carter)
(cartery01,Ryan,Carter)
(cartije01,Jean-Yves,Cartier)
(carvejo01,Joe,Carveth)
(caseyjo01,Jon,Casey)
(cashmwa01,Wayne,Cashman)
(cassean01,Andrew,Cassels)
(cassemi01,Mike,Casselman)
(cassibr01,Bruce,Cassidy)
(cassifr01,Frederic,Cassivi)
(cassito01,Tom,Cassidy)
(cassoto01,Tony,Cassolato)
(cattajo01,Joseph,Cattarinich)
(caufija01,Jay,Caufield)
(cavalgi01,Gino,Cavallini)
(cavalpa01,Paul,Cavallini)
(cavanto01,Tom,Cavanagh)
(cechmro01,Roman,Cechmanek)
(centose01,Sebastien,Centomo)
(ceresra01,Ray,Ceresino)
(cernifr01,Frantisek,Cernik)
(chabofr01,Frederic,Chabot)
(chabojo01,John,Chabot)
(chabolo01,Lorne,Chabot)
(chadjo01,John,Chad)
(chadwed01,Ed,Chadwick)
(chalmch01,Chick,Chalmers)
(chalumi01,Milan,Chalupa)
(chambmu01,Murph,Chamberlain)
(chambsh01,Shawn,Chambers)
(champan01,Andre,Champagne)
(champbo01,Bob,Champoux)
(chapdre01,Rene,Chapdelaine)
(chapl01,,Chapleau)
(chapmar01,Art,Chapman)
(chapmbl01,Blair,Chapman)
(chapmbr01,Brian,Chapman)
(charazd01,Zdeno,Chara)
(charbjo01,Jose,Charbonneau)
(charbst01,Stephane,Charbonneau)
(charlbo01,Bob,Charlebois)
(charlto01,Todd,Charlesworth)
(charpse01,Sebastien,Charpentier)
(charrer01,Eric,Charron)
(charrgu01,Guy,Charron)
(chartbr01,Brad,Chartrand)
(chartcl01,Claude,Chartre)
(chartda01,Dave,Chartier)
(chartri01,Rick,Chartraw)
(chaseke01,Kelly,Chase)
(chassde01,Denis,Chasse)
(chebavl01,Vladimir,Chebaturkin)
(checklu01,Lude,Check)
(cheecjo01,Jonathan,Cheechoo)
(cheevge01,Gerry,Cheevers)
(chelich01,Chris,Chelios)
(chernmi01,Mike,Chernoff)
(chernri01,Rich,Chernomaz)
(cherrdi01,Dick,Cherry)
(cherrdo01,Don,Cherry)
(chervde01,Denis,Chervyakov)
(cheveti01,Tim,Cheveldae)
(chevral01,Alain,Chevrier)
(chevrre01,Real,Chevrefils)
(chiasst01,Steve,Chiasson)
(chibiig01,Igor,Chibirev)
(chicoda01,Dan,Chicoine)
(chimeja01,Jason,Chimera)
(chinnri01,Rick,Chinnick)
(chiodan01,Andy,Chiodo)
(chipcbi01,Bill,Chipchase)
(chipcja01,Jack,Chipchase)
(chipcky01,Kyle,Chipchura)
(chippro01,Ron,Chipperfield)
(chishar01,Art,Chisholm)
(chishco01,Colin,Chisholm)
(chishle01,Lex,Chisholm)
(chistst01,Stanislav,Chistov)
(chornma01,Marc,Chorney)
(chornta01,Taylor,Chorney)
(chorsto01,Tom,Chorske)
(chouier01,Eric,Chouinard)
(chouige01,Gene,Chouinard)
(chouigu01,Guy,Chouinard)
(chouima01,Marc,Chouinard)
(chouima02,Mathieu,Chouinard)
(chrisda01,Dave,Christian)
(chriser01,Erik,Christensen)
(chrisje01,Jeff,Christian)
(chriske01,Keith,Christiansen)
(chrismi01,Mike,Christie)
(chrisry01,Ryan,Christie)
(chrisst01,Steve,Christoff)
(chrysbo01,Bob,Chrystal)
(chubaar01,Artem,Chubarov)
(chuckkr01,Kris,Chucko)
(churcbr01,Brad,Church)
(churcja01,Jack,Church)
(churlsh01,Shane,Churla)
(chychje01,Jeff,Chychrun)
(chynode01,Dean,Chynoweth)
(chyzoda01,Dave,Chyzowski)
(ciavape01,Peter,Ciavaglia)
(cibakma01,Martin,Cibak)
(ciccadi01,Dino,Ciccarelli)
(ciccoen01,Enrico,Ciccone)
(cichoch01,Chris,Cichocki)
(cierniv01,Ivan,Ciernik)
(ciernjo01,Jozef,Cierny)
(cieslha01,Hank,Ciesla)
(cigerzd01,Zdeno,Ciger)
(cimelto01,Tony,Cimellaro)
(cimetro01,Rob,Cimetta)
(cireljo01,Joe,Cirella)
(cironja01,Jason,Cirone)
(cisarma01,Marian,Cisar)
(cizikca01,Casey,Cizikas)
(clackki01,Kim,Clackson)
(clancki01,King,Clancy)
(clancte01,Terry,Clancy)
(clappdi01,Dit,Clapper)
(clarkbo01,Bobby,Clarke)
(clarkbr01,Brett,Clark)
(clarkch01,Chris,Clark)
(clarkch02,Chuck,Clarke)
(clarkda01,Dan,Clark)
(clarkda02,Dale,Clarke)
(clarkda03,David,Clarkson)
(clarkde01,Dean,Clark)
(clarkgo01,Gordie,Clark)
(clarkhe01,Herb,Clarke)
(clarkji01,Jim,Clarke)
(clarkma01,Mat,Clark)
(clarkno01,Nobby,Clark)
(clarkno02,Noah,Clarke)
(clarkwe01,Wendel,Clark)
(classgr01,Greg,Classen)
(clearda01,Daniel,Cleary)
(clearra01,Ray,Clearwater)
(cleghod01,Odie,Cleghorn)
(cleghsp01,Sprague,Cleghorn)
(clemebi01,Bill,Clement)
(clemmsc01,Scott,Clemmensen)
(clichma01,Marc-Andre,Cliche)
(cliffch01,Chris,Clifford)
(cliffky01,Kyle,Clifford)
(climima01,Matt,Climie)
(climiro01,Ron,Climie)
(clinebr01,Bruce,Cline)
(clippst01,Steve,Clippingdale)
(clitsgr01,Grant,Clitsome)
(cloutda01,Dan,Cloutier)
(cloutja01,Jacques,Cloutier)
(cloutre01,Real,Cloutier)
(cloutre02,Rejean,Cloutier)
(cloutro01,Roland,Cloutier)
(cloutsy01,Sylvain,Cloutier)
(clowery01,Ryane,Clowe)
(cluneri01,Rich,Clune)
(clunewa01,Wally,Clune)
(cluttca01,Cal,Clutterbuck)
(clymebe01,Ben,Clymer)
(coaltga01,Gary,Coalter)
(coatebr01,Brian,Coates)
(coatest01,Steve,Coates)
(coburbr01,Braydon,Coburn)
(cochrgl01,Glen,Cochrane)
(coffepa01,Paul,Coffey)
(coflihu01,Hugh,Coflin)
(coglian01,Andrew,Cogliano)
(cohenco01,Colby,Cohen)
(colaica01,Carlo,Colaiacovo)
(colboho01,Howie,Colborne)
(colbojo01,Joe,Colborne)
(coleda01,Danton,Cole)
(coleer01,Erik,Cole)
(coleia01,Ian,Cole)
(coleji01,Jim,Cole)
(colemge01,Gerald,Coleman)
(colleke01,Kevin,Colley)
(colleto01,Tom,Colley)
(collibi01,Bill,Collins)
(colliga01,Gary,Collins)
(collije01,Jeremy,Colliton)
(collino01,Norm,Collings)
(colliro01,Rob,Collins)
(collise01,Sean,Collins)
(collybo01,Bob,Collyard)
(colmami01,Michael,Colman)
(colvile01,Les,Colvin)
(colvima01,Mac,Colville)
(colvine01,Neil,Colville)
(colwile01,Les,Colwill)
(comeabl01,Blake,Comeau)
(comeare01,Rey,Comeau)
(commomi01,Mike,Commodore)
(comrimi01,Mike,Comrie)
(comripa01,Paul,Comrie)
(conacbr01,Brian,Conacher)
(conacch01,Charlie,Conacher)
(conacji01,Jim,Conacher)
(conacli01,Lionel,Conacher)
(conacpa01,Pat,Conacher)
(conacpe01,Pete,Conacher)
(conacro01,Roy,Conacher)
(conboti01,Tim,Conboy)
(condrer01,Erik,Condra)
(conklty01,Ty,Conklin)
(conneal01,Alec,Connell)
(connebe01,Bert,Connelly)
(connech01,Chris,Conner)
(connega01,Gary,Connelly)
(connewa01,Wayne,Connelly)
(connobo01,Bob,Connors)
(connobr01,Brett,Connolly)
(connoca01,Cam,Connor)
(connoha01,Harry,Connor)
(connojo01,Johnny,Connolly)
(connomi01,Mike,Connolly)
(connoti01,Tim,Connolly)
(connre01,Red,Conn)
(connro01,Rob,Conn)
(conroal01,Al,Conroy)
(conrocr01,Craig,Conroy)
(conromi01,Mike,Conroy)
(constch01,Charles,Constantin)
(contijo01,Joe,Contini)
(convebr01,Brandon,Convery)
(conveed01,Eddie,Convey)
(cookbi01,Bill,Cook)
(cookbo01,Bob,Cook)
(cookbu01,Bun,Cook)
(cookbu02,Bud,Cook)
(cookema01,Matt,Cooke)
(cookle01,Leo,Cook)
(cookll01,Lloyd,Cook)
(cookto01,Tom,Cook)
(coolega01,Gaye,Cooley)
(coopeca01,Carson,Cooper)
(coopeda01,David,Cooper)
(coopeed01,Ed,Cooper)
(coopeha01,Hal,Cooper)
(coopejo01,Joe,Cooper)
(coppbo01,Bob,Copp)
(corazca01,Carl,Corazzini)
(corbebe01,Bert,Corbeau)
(corbeco01,Con,Corbeau)
(corbemi01,Mike,Corbett)
(corbere01,Rene,Corbet)
(corcono01,Norm,Corcoran)
(corkubo01,Bob,Corkum)
(cormimi01,Michel,Cormier)
(cormipa01,Patrice,Cormier)
(cormiro01,Roger,Cormier)
(corneph01,Phillipe,Cornet)
(cornfma01,Mark,Cornforth)
(correma01,Matthew,Corrente)
(corrian01,Andre,Corriveau)
(corrich01,Chuck,Corrigan)
(corrich02,Chris,Corrinet)
(corrimi01,Mike,Corrigan)
(corriyv01,Yvon,Corriveau)
(corsiji01,Jim,Corsi)
(corsoda01,Daniel,Corso)
(corsosh01,Shayne,Corson)
(corvojo01,Joe,Corvo)
(coryro01,Ross,Cory)
(cosseja01,Jacques,Cossette)
(costele01,Les,Costello)
(costemu01,Murray,Costello)
(costeri01,Rich,Costello)
(cotchch01,Charlie,Cotch)
(coteal01,Alain,Cote)
(coteal02,Alain,Cote)
(coteje01,Jean-Philippe,Cote)
(cotepa01,Patrick,Cote)
(cotera01,Ray,Cote)
(coteri01,Riley,Cote)
(cotero01,Roger,Cote)
(cotesy01,Sylvain,Cote)
(cottoba01,Baldy,Cotton)
(cottrto01,Tom,Cottringer)
(coughja01,Jack,Coughlin)
(couliti01,Tim,Coulis)
(coulopa01,Patrick,Coulombe)
(coulsda01,D'arcy,Coulson)
(coultar01,Art,Coulter)
(coultne01,Neal,Coulter)
(coultto01,Tom,Coulter)
(cournno01,Norm,Cournoyer)
(cournyv01,Yvan,Cournoyer)
(courted01,Ed,Courtenay)
(courtge01,Geoff,Courtnall)
(courtma01,Maurice,Courteau)
(courtru01,Russ,Courtnall)
(courtyv01,Yves,Courteau)
(courvla01,Larry,Courville)
(cousima01,Marcel,Cousineau)
(coutubi01,Billy,Coutu)
(coutuge01,Gerry,Couture)
(coutulo01,Logan,Couture)
(couturi01,Rich,Coutu)
(couturo01,Rosie,Couture)
(coutuse01,Sean,Couturier)
(coutusy01,Sylvain,Couturier)
(cowanje01,Jeff,Cowan)
(cowenja01,Jared,Cowen)
(cowicbr01,Bruce,Cowick)
(cowiero01,Rob,Cowie)
(cowlebi01,Bill,Cowley)
(cowlewa01,Wayne,Cowley)
(coxab01,Abbie,Cox)
(coxda01,Danny,Cox)
(coxecr01,Craig,Coxe)
(crabbjo01,Joey,Crabb)
(crackad01,Adam,Cracknell)
(craigda01,Dale,Craigwell)
(craigji01,Jim,Craig)
(craigjo01,John,Craighead)
(craigmi01,Mike,Craig)
(craigry01,Ryan,Craig)
(crashba01,Bart,Crashley)
(cravemu01,Murray,Craven)
(crawfbo01,Bob,Crawford)
(crawfbo02,Bobby,Crawford)
(crawfco01,Corey,Crawford)
(crawfja01,Jack,Crawford)
(crawflo01,Lou,Crawford)
(crawfma01,Marc,Crawford)
(crawfru01,Rusty,Crawford)
(creigad01,Adam,Creighton)
(creigbi01,Bill,Creighton)
(creigda01,Dave,Creighton)
(creigji01,Jimmy,Creighton)
(cressda01,Dave,Cressman)
(cressgl01,Glen,Cressman)
(crhaji01,Jiri,Crha)
(crispte01,Terry,Crisp)
(cristed01,Ed,Cristofoli)
(critcgl01,Glen,Critch)
(croghma01,Maurice,Croghan)
(crombbj01,B.J.,Crombeen)
(crombmi01,Mike,Crombeen)
(cronish01,Shawn,Cronin)
(crosbsi01,Sidney,Crosby)
(crossco01,Cory,Cross)
(crossdo01,Doug,Crossman)
(crossja01,Jack,Cross)
(crossji01,Jim,Cross)
(crossst01,Stan,Crossett)
(crotega01,Gary,Croteau)
(crowdbr01,Bruce,Crowder)
(crowdke01,Keith,Crowder)
(crowdtr01,Troy,Crowder)
(croweph01,Phil,Crowe)
(crowlmi01,Mike,Crowley)
(crowlpa01,Paul,Crowley)
(crowlte01,Ted,Crowley)
(crozigr01,Greg,Crozier)
(crozijo01,Joe,Crozier)
(croziro01,Roger,Crozier)
(crutcne01,Nels,Crutchfield)
(cuddist01,Steve,Cuddie)
(cudewi01,Wilf,Cude)
(culhaji01,Jim,Culhane)
(culleba01,Barry,Cullen)
(cullebr01,Brian,Cullen)
(culleda01,David,Cullen)
(cullejo01,John,Cullen)
(cullema01,Matt,Cullen)
(cullema02,Mark,Cullen)
(cullera01,Ray,Cullen)
(cullija01,Jassen,Cullimore)
(cumaty01,Tyler,Cuma)
(cumisky01,Kyle,Cumiskey)
(cummiba01,Barry,Cummins)
(cummiji01,Jim,Cummins)
(cunnera01,Randy,Cunneyworth)
(cunnibo01,Bob,Cunningham)
(cunniga01,Gary,Cunningham)
(cunniji01,Jim,Cunningham)
(cunnijo01,John,Cunniff)
(cunnile01,Les,Cunningham)
(cunniri01,Rick,Cunningham)
(cupolbi01,Bill,Cupolo)
(currabr01,Brian,Curran)
(currami01,Mike,Curran)
(currial01,Alex,Currie)
(currida01,Dan,Currie)
(currigl01,Glen,Currie)
(currihu01,Hugh,Currie)
(currito01,Tony,Currie)
(curryfl01,Floyd,Curry)
(curryjo01,John,Curry)
(curtato01,Tony,Curtale)
(curtipa01,Paul,Curtis)
(cusheia01,Ian,Cushenan)
(cussoje01,Jean,Cusson)
(cuttaja01,Jakub,Cutta)
(cuttsdo01,Don,Cutts)
(cyrcl01,Claude,Cyr)
(cyrde01,Denis,Cyr)
(cyrpa01,Paul,Cyr)
(czerkma01,Mariusz,Czerkawski)
(dackean01,Andreas,Dackell)
(dacosst01,Stephane,Da Costa)
(dadonev01,Evgeny,Dadonov)
(dadswdo01,Doug,Dadswell)
(dafoeby01,Byron,Dafoe)
(dagenpi01,Pierre,Dagenais)
(dagosma01,Matt,D'Agostini)
(dahleul01,Ulf,Dahlen)
(dahlikj01,Kjell,Dahlin)
(dahlke01,Kevin,Dahl)
(dahlmto01,Toni,Dahlman)
(dahlqch01,Chris,Dahlquist)
(dahlscu01,Cully,Dahlstrom)
(daiglal01,Alain,Daigle)
(daiglal02,Alexandre,Daigle)
(daignjj01,J.J.,Daigneault)
(dailebo01,Bob,Dailey)
(dalesco01,Corrie,D'Alessio)
(daleyfr01,Frank,Daley)
(daleyjo01,Joe,Daley)
(daleypa01,Pat,Daley)
(daleytr01,Trevor,Daley)
(dalgabr01,Brad,Dalgarno)
(dallahe01,Hector,Dallaire)
(dallmke01,Kevin,Dallman)
(dallmma01,Marty,Dallman)
(dallmro01,Rod,Dallman)
(dalpeza01,Zac,Dalpe)
(dalvibo01,Bob,D'Alvise)
(damebu01,Bunny,Dame)
(damorha01,Hank,Damore)
(damorni01,Nick,Damore)
(damouma01,Marc,D'Amour)
(damphje01,Jean-Francois,Damphousse)
(damphvi01,Vincent,Damphousse)
(danbyjo01,John,Danby)
(dandema01,Mathieu,Dandenault)
(daneyke01,Ken,Daneyko)
(danieje01,Jeff,Daniels)
(danieki01,Kimbi,Daniels)
(daniesc01,Scott,Daniels)
(danisya01,Yann,Danis)
(dantomi01,Mike,Danton)
(daousda01,Dan,Daoust)
(darbycr01,Craig,Darby)
(darchma01,Mathieu,Darche)
(darkmi01,Michael,Dark)
(darraha01,Harold,Darragh)
(darraja01,Jack,Darragh)
(daskacl01,Cleon,Daskalakis)
(datsypa01,Pavel,Datsyuk)
(daugaka01,Kaspars,Daugavins)
(davidal01,Allan,Davidson)
(davidbl01,Blair,Davidson)
(davidbo01,Bob,Davidson)
(davidgo01,Gord,Davidson)
(davidhu01,Hubert,Davidson)
(davidjo01,John,Davidson)
(davidjo02,Johan,Davidsson)
(davidma01,Matt,Davidson)
(davidri01,Richard,David)
(daviebo01,Bob,Davie)
(daviebu01,Buck,Davies)
(davisbi01,Bill,Davis)
(davisbo01,Bob,Davis)
(daviske01,Kelly,Davis)
(daviski01,Kim,Davis)
(davislo01,Lorne,Davis)
(davisma01,Mal,Davis)
(davismu01,Murray,Davison)
(davispa01,Patrick,Davis)
(davisro01,Rob,Davison)
(davydev01,Evgeny,Davydov)
(daweja01,Jason,Dawe)
(dawesbo01,Bob,Dawes)
(dawesni01,Nigel,Dawes)
(dawje01,Jeff,Daw)
(dayha01,Hap,Day)
(dayjo01,Joe,Day)
(dazeer01,Eric,Daze)
(deabi01,Billy,Dea)
(deacodo01,Don,Deacon)
(deadmad01,Adam,Deadmarsh)
(deadmbu01,Butch,Deadmarsh)
(deaho01,Howard,Dea)
(deanba01,Barry,Dean)
(deanke01,Kevin,Dean)
(debenne01,Nelson,Debenedet)
(deblolu01,Lucien,DeBlois)
(debolda01,Dave,Debol)
(debrulo01,Louie,DeBrusk)
(decared01,Ed,Decarie)
(decoubo01,Bob,Decourcy)
(defaubr01,Brad,DeFauw)
(defazde01,Dean,Defazio)
(defelno01,Norm,Defelice)
(degrada01,Dale,DeGray)
(deguimi01,Michel,Deguise)
(dehaaca01,Calvin,de Haan)
(dejorde01,Denis,DeJordy)
(dekanma01,Mark,Dekanich)
(delguma01,Matt,DelGuidice)
(delisjo01,Jonathan,Delisle)
(delisxa01,Xavier,Delisle)
(dellahe01,Henri,Dellaire)
(dellast01,Stefan,Della Rovere)
(delmoan01,Andy,Delmore)
(delmoar01,Armand,Delmonte)
(delorgi01,Gilbert,Delorme)
(delorra01,Ray,Delorenzi)
(delorro01,Ron,Delorme)
(delorva01,Val,Delory)
(delpagu01,Guy,Delparte)
(delveal01,Alex,Delvecchio)
(delzomi01,Michael,Del Zotto)
(demarab01,Ab,DeMarco)
(demarab02,Ab,DeMarco)
(demerja02,Jason,Demers)
(demerto01,Tony,Demers)
(demitpa01,Pavol,Demitra)
(dempsna01,Nathan,Dempsey)
(denisje01,Jean-Paul,Denis)
(denislu01,Lulu,Denis)
(denisma01,Marc,Denis)
(denneco01,Corb,Denneny)
(dennecy01,Cy,Denneny)
(dennijo01,Joe,Dennison)
(dennino01,Norm,Dennis)
(denoige01,Gerry,Denoird)
(depalla01,Larry,DePalma)
(derksbr01,Brian,Derksen)
(derlabi01,Bill,Derlago)
(derouph01,Philippe,DeRouville)
(desauge01,Gerard,Desaulniers)
(desbigu01,Guillaume,Desbiens)
(deschan01,Andre,Deschamps)
(descoma01,Matthieu,Descoteaux)
(descono01,Norm,Descoteaux)
(deshada01,David,Desharnais)
(desiljo01,Joffre,Desilets)
(desirsy01,Syd,Desireau)
(desjaan01,Andrew,Desjardins)
(desjace01,Cedrick,Desjardins)
(desjaer01,Eric,Desjardins)
(desjage01,Gerry,Desjardins)
(desjake01,Ken,Desjardine)
(desjama01,Martin,Desjardins)
(desjavi01,Vic,Desjardins)
(deslaja01,Jacques,Deslauriers)
(desprsi01,Simon,Despres)
(desropa01,Patrick,DesRochers)
(deulija01,Jarrett,Deuling)
(deveaan01,Andre,Deveaux)
(deverbo01,Boyd,Devereaux)
(devinke01,Kevin,Devine)
(devrigr01,Greg,de Vries)
(dewarto01,Tom,Dewar)
(dewsbal01,Al,Dewsbury)
(deyed01,Edgar,Dey)
(deziemi01,Michel,Deziel)
(dheerma01,Marcel,Dheere)
(diached01,Edward,Diachuk)
(diazra01,Raphael,Diaz)
(dibenju01,Justin,DiBenedetto)
(dickeer01,Ernie,Dickens)
(dickehe01,Herb,Dickenson)
(dickha01,Harry,Dick)
(dickibi01,Bill,Dickie)
(diducge01,Gerald,Diduck)
(dieldch01,Charles,Dieldahl)
(dietrdo01,Don,Dietrich)
(dillabo01,Bob,Dillabough)
(dillbo01,Bob,Dill)
(dillobr01,Brenden,Dillon)
(dilloce01,Cecil,Dillon)
(dilloga01,Gary,Dillon)
(dillowa01,Wayne,Dillon)
(dimairo01,Rob,DiMaio)
(dimitni01,Niko,Dimitrakos)
(dineebi01,Bill,Dineen)
(dineega01,Gary,Dineen)
(dineego01,Gord,Dineen)
(dineeke01,Kevin,Dineen)
(dineepe01,Peter,Dineen)
(dingmch01,Chris,Dingman)
(dinsmch01,Chuck,Dinsmore)
(dionco01,Connie,Dion)
(dionmi01,Michel,Dion)
(dionngi01,Gilbert,Dionne)
(dionnma01,Marcel,Dionne)
(dipenjo01,Joe,DiPenta)
(dipiepa01,Paul,DiPietro)
(dipieri01,Rick,DiPietro)
(dirkro01,Robert,Dirk)
(disaljo01,Jon,DiSalvatore)
(divisre01,Reinhard,Divis)
(divisto01,Tomas,Divisek)
(djoospe01,Per,Djoos)
(doakga01,Gary,Doak)
(doansh01,Shane,Doan)
(dobbibr01,Brian,Dobbin)
(dobekbo01,Bob,Dobek)
